product_id,product_name,category,price
1,Book,Electronics,1346.83
2,Book,Books,868.18
3,Book,Home,258.59
4,Laptop,Home,285.58
5,Phone,Sports,3888.66
6,Laptop,Clothing,4395.63
7,Phone,Home,80.9
8,Phone,Sports,1375.49
9,Phone,Home,3197.78
10,Phone,Home,3550.48
11,Book,Sports,4226.05
12,Phone,Books,2295.42
13,Phone,Home,4315.98
14,Book,Electronics,3760.47
15,Book,Books,3937.8
16,Culture,Clothing,1968.79
17,Phone,Home,1790.62
18,Maintain,Home,1476.74
19,Laptop,Clothing,4063.29
20,State,Books,1165.57
21,Laptop,Electronics,26.82
22,Phone,Home,4998.54
23,Surface,Electronics,310.46
24,Phone,Sports,2840.37
25,Phone,Sports,2853.12
26,Phone,Electronics,1763.27
27,Book,Clothing,2925.83
28,Laptop,Clothing,1853.64
29,Laptop,Sports,485.43
30,Book,Sports,1740.54
31,Book,Books,1648.85
32,Book,Home,3412.8
33,Phone,Books,918.18
34,Society,Books,1885.21
35,Phone,Books,1667.02
36,Significant,Home,337.72
37,Official,Sports,461.82
38,Laptop,Clothing,2952.02
39,Foreign,Books,4725.04
40,Institution,Home,1024.88
41,Indeed,Electronics,413.59
42,Book,Home,3492.04
43,Laptop,Clothing,4148.32
44,These,Electronics,914.59
45,Hospital,Books,1261.76
46,Laptop,Clothing,428.63
47,Phone,Clothing,4479.17
48,Phone,Electronics,4848.8
49,Laptop,Electronics,344.53
50,Television,Home,576.29
51,Phone,Home,1016.76
52,Book,Electronics,777.35
53,Growth,Sports,4137.71
54,Book,Electronics,3327.98
55,Year,Home,1241.12
56,Phone,Clothing,224.27
57,Laptop,Books,1982.3
58,Laptop,Books,1387.88
59,Laptop,Clothing,1928.82
60,Book,Clothing,16.35
61,Matter,Clothing,3643.01
62,Phone,Books,776.59
63,Do,Books,3740.73
64,Throw,Sports,4174.9
65,Phone,Books,4155.36
66,Book,Clothing,2519.91
67,Phone,Electronics,3173.65
68,Laptop,Sports,4340.06
69,Book,Sports,4665.35
70,Book,Books,2798.63
71,Book,Clothing,1152.41
72,Pretty,Sports,2462.0
73,Laptop,Home,1610.51
74,Phone,Electronics,516.86
75,Good,Electronics,1708.26
76,Size,Home,3824.57
77,Tree,Electronics,4911.06
78,Book,Books,3314.24
79,Book,Sports,4261.01
80,Guess,Sports,3797.21
81,Phone,Home,4570.39
82,Laptop,Clothing,2655.67
83,Book,Clothing,2442.11
84,Collection,Clothing,2673.25
85,Book,Electronics,2417.26
86,Laptop,Sports,2622.89
87,Laptop,Books,34.3
88,Kid,Clothing,3144.56
89,Book,Books,1517.24
90,Laptop,Clothing,1389.18
91,Artist,Home,66.73
92,Culture,Home,4120.57
93,Phone,Books,2667.33
94,Phone,Books,1440.2
95,Laptop,Books,863.56
96,Laptop,Electronics,1709.23
97,Book,Clothing,4614.02
98,Phone,Books,3945.91
99,Book,Home,4451.41
100,Book,Clothing,3158.28
101,Us,Clothing,4389.82
102,Book,Books,1048.75
103,Phone,Home,3192.94
104,Term,Electronics,1176.33
105,Book,Home,3023.65
106,Phone,Books,2024.98
107,Phone,Electronics,314.36
108,Phone,Electronics,4109.78
109,Decision,Clothing,4667.45
110,Book,Home,4642.27
111,Police,Electronics,1403.36
112,Phone,Home,3720.68
113,Book,Sports,2487.66
114,Book,Sports,1237.12
115,Owner,Clothing,4065.84
116,Water,Home,1741.54
117,Military,Electronics,1527.48
118,Laptop,Home,3131.45
119,Laptop,Clothing,1852.13
120,Material,Sports,4959.99
121,Phone,Books,2386.18
122,Cost,Books,3101.43
123,Phone,Clothing,265.18
124,Phone,Home,719.58
125,Phone,Electronics,1730.95
126,Book,Clothing,1926.48
127,Laptop,Home,1631.03
128,Laptop,Books,708.84
129,Phone,Sports,1783.1
130,Laptop,Home,4801.26
131,Book,Books,920.8
132,Laptop,Electronics,407.46
133,Model,Books,4971.09
134,Book,Clothing,3496.94
135,Phone,Electronics,1543.27
136,Phone,Home,750.74
137,Ground,Sports,1154.49
138,Phone,Sports,4287.11
139,Book,Electronics,4822.54
140,Phone,Electronics,549.17
141,Certainly,Clothing,3980.63
142,Scientist,Clothing,4297.95
143,Position,Books,4148.61
144,Phone,Clothing,1380.65
145,Book,Electronics,1472.22
146,Book,Clothing,1637.47
147,Laptop,Clothing,1547.8
148,Laptop,Sports,201.18
149,Book,Electronics,145.33
150,Book,Electronics,1109.9
151,Laptop,Electronics,4164.96
152,Phone,Clothing,4287.31
153,Book,Sports,1488.9
154,Phone,Home,3864.67
155,Book,Electronics,4680.36
156,Phone,Books,1880.86
157,Phone,Sports,3491.17
158,Laptop,Sports,717.91
159,Well,Home,3460.75
160,Fall,Home,4111.95
161,Phone,Home,4528.34
162,Phone,Clothing,2319.35
163,Phone,Books,496.17
164,Laptop,Sports,677.94
165,Laptop,Books,2002.84
166,Book,Home,4408.66
167,Phone,Home,4681.25
168,Phone,Electronics,2513.09
169,Phone,Electronics,2275.78
170,Book,Clothing,611.87
171,Ground,Home,1844.12
172,Book,Electronics,3913.88
173,Laptop,Clothing,3314.78
174,Phone,Home,2437.6
175,Book,Home,1321.94
176,Book,Sports,4159.27
177,Laptop,Home,501.01
178,Phone,Electronics,4815.22
179,Book,Clothing,2765.94
180,Laptop,Books,3388.75
181,Phone,Sports,1010.59
182,Laptop,Home,4215.97
183,Law,Home,4814.41
184,Tough,Clothing,1756.55
185,Phone,Electronics,3936.65
186,Laptop,Home,4936.3
187,Book,Clothing,14.06
188,About,Home,4525.98
189,Phone,Home,2290.77
190,Phone,Home,2451.31
191,Laptop,Electronics,229.65
192,Laptop,Sports,2870.63
193,Laptop,Electronics,144.19
194,Book,Clothing,3133.84
195,Book,Electronics,729.71
196,Work,Electronics,1045.13
197,Book,Sports,4610.69
198,Phone,Books,3811.49
199,Somebody,Electronics,2795.65
